id,weight,height,gender,sport
15564,185.0,73.0,Male,Baseball
15565,180.0,72.0,Male,Baseball
15566,150.0,69.0,Male,Baseball
15567,185.0,74.0,Male,Baseball
15568,145.0,67.0,Male,Baseball
15569,175.0,73.0,Male,Baseball
15570,210.0,76.0,Male,Baseball
15571,195.0,73.0,Male,Baseball
15572,175.0,73.0,Male,Baseball
15573,183.0,70.0,Male,Baseball
15574,180.0,71.0,Male,Baseball
15575,180.0,71.0,Male,Baseball
15576,185.0,72.0,Male,Baseball
15577,175.0,73.0,Male,Baseball
15578,190.0,73.0,Male,Baseball
15579,158.0,66.0,Male,Baseball
15580,200.0,74.0,Male,Baseball
15581,170.0,70.0,Male,Baseball
15582,155.0,70.0,Male,Baseball
15583,225.0,74.0,Male,Baseball
15584,184.0,73.0,Male,Baseball
15585,187.0,70.0,Male,Baseball
15586,170.0,72.0,Male,Baseball
15587,155.0,67.0,Male,Baseball
15588,180.0,71.0,Male,Baseball
15589,160.0,69.0,Male,Baseball
15590,220.0,72.0,Male,Baseball
15591,185.0,72.0,Male,Baseball
15592,220.0,76.0,Male,Baseball
15593,210.0,75.0,Male,Baseball
15594,170.0,69.0,Male,Baseball
15595,175.0,72.0,Male,Baseball
15596,205.0,76.0,Male,Baseball
15597,162.0,71.0,Male,Baseball
15598,200.0,72.0,Male,Baseball
15599,175.0,71.0,Male,Baseball
15600,188.0,73.0,Male,Baseball
15601,140.0,67.0,Male,Baseball
15602,180.0,71.0,Male,Baseball
15603,163.0,67.0,Male,Baseball
15604,195.0,69.0,Male,Baseball
15605,185.0,73.0,Male,Baseball
15606,185.0,75.0,Male,Baseball
15607,150.0,71.0,Male,Baseball
15608,180.0,74.0,Male,Baseball
15609,180.0,71.0,Male,Baseball
15610,195.0,71.0,Male,Baseball
15611,215.0,75.0,Male,Baseball
15612,170.0,68.0,Male,Baseball
15613,175.0,70.0,Male,Baseball
15614,225.0,77.0,Male,Baseball
15615,195.0,74.0,Male,Baseball
15616,190.0,71.0,Male,Baseball
15617,180.0,71.0,Male,Baseball
15618,165.0,69.0,Male,Baseball
15619,200.0,73.0,Male,Baseball
15620,170.0,72.0,Male,Baseball
15621,200.0,74.0,Male,Baseball
15622,205.0,74.0,Male,Baseball
15623,190.0,75.0,Male,Baseball
15624,184.0,74.0,Male,Baseball
15625,168.0,71.0,Male,Baseball
15627,165.0,70.0,Male,Baseball
15628,215.0,77.0,Male,Baseball
15629,162.0,69.0,Male,Baseball
15630,190.0,74.0,Male,Baseball
15631,220.0,73.0,Male,Baseball
15632,175.0,73.0,Male,Baseball
15633,190.0,71.0,Male,Baseball
15634,195.0,73.0,Male,Baseball
15636,170.0,69.0,Male,Baseball
15637,160.0,70.0,Male,Baseball
15638,180.0,72.0,Male,Baseball
15639,185.0,72.0,Male,Baseball
15640,175.0,72.0,Male,Baseball
15641,190.0,73.0,Male,Baseball
15642,170.0,71.0,Male,Baseball
15643,180.0,74.0,Male,Baseball
15644,280.0,76.0,Male,Baseball
15645,170.0,72.0,Male,Baseball
15646,235.0,78.0,Male,Baseball
15647,190.0,73.0,Male,Baseball
15648,180.0,72.0,Male,Baseball
15649,175.0,70.0,Male,Baseball
15650,180.0,72.0,Male,Baseball
15651,200.0,73.0,Male,Baseball
15652,165.0,71.0,Male,Baseball
15653,170.0,70.0,Male,Baseball
15654,187.0,72.0,Male,Baseball
15655,200.0,75.0,Male,Baseball
15656,190.0,71.0,Male,Baseball
15657,195.0,74.0,Male,Baseball
15658,185.0,74.0,Male,Baseball
15659,175.0,71.0,Male,Baseball
15660,179.0,68.0,Male,Baseball
15661,166.0,69.0,Male,Baseball
15662,192.0,73.0,Male,Baseball
15664,185.0,73.0,Male,Baseball
15665,172.0,71.0,Male,Baseball
15666,175.0,71.0,Male,Baseball
15667,193.0,71.0,Male,Baseball
15668,185.0,76.0,Male,Baseball
15669,265.0,78.0,Male,Baseball
15670,160.0,72.0,Male,Baseball
15671,155.0,66.0,Male,Baseball
15672,185.0,74.0,Male,Baseball
15673,175.0,70.0,Male,Baseball
15674,188.0,71.0,Male,Baseball
15675,180.0,72.0,Male,Baseball
15676,170.0,70.0,Male,Baseball
15677,180.0,76.0,Male,Baseball
15678,176.0,76.0,Male,Baseball
15679,190.0,73.0,Male,Baseball
15680,180.0,73.0,Male,Baseball
15681,175.0,75.0,Male,Baseball
15683,200.0,75.0,Male,Baseball
15684,220.0,75.0,Male,Baseball
15685,197.0,74.0,Male,Baseball
15686,190.0,72.0,Male,Baseball
15687,165.0,71.0,Male,Baseball
15688,174.0,69.0,Male,Baseball
15689,190.0,74.0,Male,Baseball
15690,165.0,70.0,Male,Baseball
15691,185.0,70.0,Male,Baseball
15692,184.0,76.0,Male,Baseball
15693,195.0,74.0,Male,Baseball
15694,170.0,73.0,Male,Baseball
15695,174.0,74.0,Male,Baseball
15696,171.0,71.0,Male,Baseball
15697,225.0,74.0,Male,Baseball
15698,210.0,76.0,Male,Baseball
15699,215.0,74.0,Male,Baseball
15700,210.0,74.0,Male,Baseball
15701,170.0,69.0,Male,Baseball
15702,175.0,73.0,Male,Baseball
15703,190.0,72.0,Male,Baseball
15704,190.0,73.0,Male,Baseball
15705,270.0,82.0,Male,Baseball
15706,190.0,70.0,Male,Baseball
15707,210.0,74.0,Male,Baseball
15708,195.0,75.0,Male,Baseball
15709,200.0,76.0,Male,Baseball
15710,205.0,74.0,Male,Baseball
15711,170.0,71.0,Male,Baseball
15712,175.0,71.0,Male,Baseball
15713,170.0,70.0,Male,Baseball
15714,195.0,75.0,Male,Baseball
15715,200.0,76.0,Male,Baseball
15716,140.0,69.0,Male,Baseball
15717,205.0,74.0,Male,Baseball
15718,185.0,72.0,Male,Baseball
15719,165.0,70.0,Male,Baseball
15720,185.0,70.0,Male,Baseball
15721,200.0,74.0,Male,Baseball
15722,215.0,76.0,Male,Baseball
15723,190.0,75.0,Male,Baseball
15724,179.0,73.0,Male,Baseball
15725,187.0,73.0,Male,Baseball
15726,180.0,70.0,Male,Baseball
15727,188.0,75.0,Male,Baseball
15728,170.0,70.0,Male,Baseball
15730,190.0,76.0,Male,Baseball
15731,165.0,71.0,Male,Baseball
15732,198.0,76.0,Male,Baseball
15733,230.0,76.0,Male,Baseball
15734,175.0,71.0,Male,Baseball
15735,190.0,72.0,Male,Baseball
15736,190.0,70.0,Male,Baseball
15737,195.0,71.0,Male,Baseball
15738,220.0,75.0,Male,Baseball
15739,180.0,72.0,Male,Baseball
15741,160.0,70.0,Male,Baseball
15742,144.0,67.0,Male,Baseball
15743,175.0,70.0,Male,Baseball
15744,190.0,75.0,Male,Baseball
15745,165.0,72.0,Male,Baseball
15746,195.0,75.0,Male,Baseball
15747,165.0,70.0,Male,Baseball
15748,170.0,76.0,Male,Baseball
15749,215.0,77.0,Male,Baseball
15750,185.0,72.0,Male,Baseball
15751,191.0,74.0,Male,Baseball
15752,210.0,74.0,Male,Baseball
15753,160.0,71.0,Male,Baseball
15754,165.0,71.0,Male,Baseball
15755,190.0,73.0,Male,Baseball
15756,180.0,69.0,Male,Baseball
15757,165.0,71.0,Male,Baseball
15758,200.0,76.0,Male,Baseball
15759,165.0,68.0,Male,Baseball
15760,163.0,72.0,Male,Baseball
15761,185.0,71.0,Male,Baseball
15762,185.0,72.0,Male,Baseball
15763,195.0,69.0,Male,Baseball
15764,175.0,72.0,Male,Baseball
15765,168.0,72.0,Male,Baseball
15766,215.0,74.0,Male,Baseball
15767,180.0,75.0,Male,Baseball
15768,185.0,74.0,Male,Baseball
15769,200.0,75.0,Male,Baseball
15770,195.0,76.0,Male,Baseball
15771,165.0,69.0,Male,Baseball
15772,200.0,77.0,Male,Baseball
15773,180.0,71.0,Male,Baseball
15774,205.0,75.0,Male,Baseball
15775,180.0,73.0,Male,Baseball
15776,205.0,75.0,Male,Baseball
15777,190.0,75.0,Male,Baseball
15778,185.0,73.0,Male,Baseball
15779,190.0,74.0,Male,Baseball
15781,185.0,74.0,Male,Baseball
15782,175.0,71.0,Male,Baseball
15784,180.0,76.0,Male,Baseball
15787,170.0,72.0,Male,Baseball
15788,180.0,71.0,Male,Baseball
15789,189.0,72.0,Male,Baseball
15790,175.0,72.0,Male,Baseball
15791,164.0,69.0,Male,Baseball
15793,178.0,71.0,Male,Baseball
15794,152.0,68.0,Male,Baseball
15795,190.0,72.0,Male,Baseball
15796,185.0,74.0,Male,Baseball
15797,200.0,79.0,Male,Baseball
15798,160.0,71.0,Male,Baseball
15799,175.0,70.0,Male,Baseball
15800,190.0,73.0,Male,Baseball
15801,180.0,71.0,Male,Baseball
15802,185.0,72.0,Male,Baseball
15803,190.0,75.0,Male,Baseball
15804,200.0,74.0,Male,Baseball
15805,225.0,76.0,Male,Baseball
15806,185.0,71.0,Male,Baseball
15807,180.0,72.0,Male,Baseball
15808,170.0,72.0,Male,Baseball
15809,215.0,76.0,Male,Baseball
15810,175.0,73.0,Male,Baseball
15811,215.0,78.0,Male,Baseball
15812,150.0,70.0,Male,Baseball
15813,185.0,73.0,Male,Baseball
15814,165.0,68.0,Male,Baseball
15815,170.0,73.0,Male,Baseball
15816,185.0,72.0,Male,Baseball
15817,185.0,73.0,Male,Baseball
15818,190.0,72.0,Male,Baseball
15819,215.0,75.0,Male,Baseball
15820,190.0,74.0,Male,Baseball
15821,170.0,70.0,Male,Baseball
15822,195.0,73.0,Male,Baseball
15823,190.0,73.0,Male,Baseball
15824,185.0,76.0,Male,Baseball
15825,190.0,77.0,Male,Baseball
15826,210.0,75.0,Male,Baseball
15827,160.0,68.0,Male,Baseball
15828,205.0,74.0,Male,Baseball
15829,200.0,77.0,Male,Baseball
15830,168.0,70.0,Male,Baseball
15831,175.0,71.0,Male,Baseball
15832,170.0,71.0,Male,Baseball
15833,180.0,70.0,Male,Baseball
15834,185.0,72.0,Male,Baseball
15835,160.0,70.0,Male,Baseball
15836,200.0,72.0,Male,Baseball
15837,170.0,71.0,Male,Baseball
15838,174.0,70.0,Male,Baseball
15840,178.0,71.0,Male,Baseball
15841,165.0,70.0,Male,Baseball
15842,155.0,68.0,Male,Baseball
15843,175.0,70.0,Male,Baseball
15844,156.0,71.0,Male,Baseball
15845,194.0,70.0,Male,Baseball
15846,186.0,72.0,Male,Baseball
15847,185.0,71.0,Male,Baseball
15848,195.0,75.0,Male,Baseball
15849,175.0,72.0,Male,Baseball
15850,163.0,74.0,Male,Baseball
15851,175.0,73.0,Male,Baseball
15852,170.0,70.0,Male,Baseball
15853,170.0,71.0,Male,Baseball
15854,190.0,73.0,Male,Baseball
15855,175.0,72.0,Male,Baseball
15856,160.0,68.0,Male,Baseball
15857,165.0,68.0,Male,Baseball
15858,185.0,72.0,Male,Baseball
15859,160.0,69.0,Male,Baseball
15860,180.0,70.0,Male,Baseball
15861,195.0,75.0,Male,Baseball
15862,195.0,72.0,Male,Baseball
15863,186.0,70.0,Male,Baseball
15864,160.0,69.0,Male,Baseball
15865,180.0,74.0,Male,Baseball
15866,200.0,77.0,Male,Baseball
15868,165.0,68.0,Male,Baseball
15869,185.0,72.0,Male,Baseball
15870,195.0,75.0,Male,Baseball
15871,152.0,69.0,Male,Baseball
15872,185.0,75.0,Male,Baseball
15874,210.0,71.0,Male,Baseball
15875,170.0,67.0,Male,Baseball
15876,180.0,73.0,Male,Baseball
15877,205.0,74.0,Male,Baseball
15878,220.0,75.0,Male,Baseball
15879,220.0,74.0,Male,Baseball
15880,185.0,72.0,Male,Baseball
15881,178.0,69.0,Male,Baseball
15882,195.0,73.0,Male,Baseball
15883,175.0,73.0,Male,Baseball
15884,160.0,69.0,Male,Baseball
15885,165.0,70.0,Male,Baseball
15886,142.0,66.0,Male,Baseball
15887,220.0,77.0,Male,Baseball
15888,170.0,69.0,Male,Baseball
15889,183.0,72.0,Male,Baseball
15890,215.0,74.0,Male,Baseball
15891,205.0,75.0,Male,Baseball
15892,225.0,77.0,Male,Baseball
15893,170.0,71.0,Male,Baseball
15894,165.0,70.0,Male,Baseball
15895,215.0,80.0,Male,Baseball
15896,175.0,72.0,Male,Baseball
15897,180.0,75.0,Male,Baseball
15898,205.0,71.0,Male,Baseball
15899,170.0,71.0,Male,Baseball
15901,150.0,71.0,Male,Baseball
15902,190.0,73.0,Male,Baseball
15903,195.0,72.0,Male,Baseball
15904,165.0,68.0,Male,Baseball
15905,190.0,74.0,Male,Baseball
15906,185.0,74.0,Male,Baseball
15907,161.0,66.0,Male,Baseball
15908,170.0,71.0,Male,Baseball
15909,176.0,73.0,Male,Baseball
15910,185.0,73.0,Male,Baseball
15911,190.0,70.0,Male,Baseball
15912,165.0,71.0,Male,Baseball
15913,165.0,68.0,Male,Baseball
15914,165.0,67.0,Male,Baseball
15915,185.0,70.0,Male,Baseball
15916,180.0,72.0,Male,Baseball
15917,200.0,75.0,Male,Baseball
15918,205.0,75.0,Male,Baseball
15919,235.0,78.0,Male,Baseball
15920,165.0,68.0,Male,Baseball
15921,210.0,75.0,Male,Baseball
15922,170.0,73.0,Male,Baseball
15923,170.0,74.0,Male,Baseball
15924,145.0,66.0,Male,Baseball
15925,230.0,76.0,Male,Baseball
15926,190.0,70.0,Male,Baseball
15927,141.0,68.0,Male,Baseball
15928,165.0,67.0,Male,Baseball
15929,150.0,69.0,Male,Baseball
15930,210.0,76.0,Male,Baseball
15931,170.0,70.0,Male,Baseball
15932,176.0,73.0,Male,Baseball
15933,180.0,71.0,Male,Baseball
15934,165.0,70.0,Male,Baseball
15935,182.0,72.0,Male,Baseball
15936,250.0,78.0,Male,Baseball
15937,260.0,77.0,Male,Baseball
15938,185.0,74.0,Male,Baseball
15939,230.0,76.0,Male,Baseball
15940,205.0,71.0,Male,Baseball
15941,175.0,70.0,Male,Baseball
15942,210.0,75.0,Male,Baseball
15943,180.0,70.0,Male,Baseball
15945,150.0,67.0,Male,Baseball
15946,190.0,75.0,Male,Baseball
15947,175.0,71.0,Male,Baseball
15948,179.0,70.0,Male,Baseball
15949,152.0,69.0,Male,Baseball
15950,220.0,73.0,Male,Baseball
15951,190.0,72.0,Male,Baseball
15952,175.0,70.0,Male,Baseball
15953,160.0,68.0,Male,Baseball
15954,160.0,71.0,Male,Baseball
15955,165.0,70.0,Male,Baseball
15956,200.0,71.0,Male,Baseball
15957,190.0,76.0,Male,Baseball
15958,170.0,70.0,Male,Baseball
15959,179.0,72.0,Male,Baseball
15960,235.0,72.0,Male,Baseball
15961,185.0,75.0,Male,Baseball
15962,185.0,72.0,Male,Baseball
15963,165.0,70.0,Male,Baseball
15964,175.0,71.0,Male,Baseball
15965,235.0,78.0,Male,Baseball
15966,180.0,74.0,Male,Baseball
15967,180.0,73.0,Male,Baseball
15968,200.0,72.0,Male,Baseball
15970,200.0,74.0,Male,Baseball
15971,165.0,72.0,Male,Baseball
15973,185.0,75.0,Male,Baseball
15974,220.0,75.0,Male,Baseball
15975,225.0,74.0,Male,Baseball
15976,150.0,68.0,Male,Baseball
15977,235.0,76.0,Male,Baseball
15979,180.0,75.0,Male,Baseball
15980,175.0,76.0,Male,Baseball
15981,207.0,72.0,Male,Baseball
15982,185.0,74.0,Male,Baseball
15984,175.0,71.0,Male,Baseball
15985,168.0,69.0,Male,Baseball
15986,170.0,72.0,Male,Baseball
15987,130.0,67.0,Male,Baseball
15988,185.0,73.0,Male,Baseball
15990,185.0,75.0,Male,Baseball
15991,230.0,80.0,Male,Baseball
15992,184.0,71.0,Male,Baseball
15993,175.0,70.0,Male,Baseball
15994,190.0,73.0,Male,Baseball
15995,230.0,77.0,Male,Baseball
15996,185.0,71.0,Male,Baseball
15997,195.0,73.0,Male,Baseball
15998,210.0,74.0,Male,Baseball
15999,187.0,71.0,Male,Baseball
16000,215.0,75.0,Male,Baseball
16001,180.0,75.0,Male,Baseball
16002,185.0,72.0,Male,Baseball
16003,195.0,73.0,Male,Baseball
16004,190.0,70.0,Male,Baseball
16005,172.0,71.0,Male,Baseball
16006,210.0,72.0,Male,Baseball
16007,205.0,69.0,Male,Baseball
16008,212.0,69.0,Male,Baseball
16009,160.0,73.0,Male,Baseball
16010,195.0,71.0,Male,Baseball
16011,240.0,73.0,Male,Baseball
16012,215.0,76.0,Male,Baseball
16013,175.0,72.0,Male,Baseball
16014,185.0,73.0,Male,Baseball
16015,230.0,77.0,Male,Baseball
16016,185.0,74.0,Male,Baseball
16017,180.0,69.0,Male,Baseball
16018,190.0,72.0,Male,Baseball
16019,158.0,67.0,Male,Baseball
16020,160.0,72.0,Male,Baseball
16022,180.0,72.0,Male,Baseball
16023,165.0,71.0,Male,Baseball
16024,181.0,71.0,Male,Baseball
16025,165.0,71.0,Male,Baseball
16026,165.0,72.0,Male,Baseball
16027,190.0,75.0,Male,Baseball
16028,200.0,74.0,Male,Baseball
16029,190.0,72.0,Male,Baseball
16030,195.0,73.0,Male,Baseball
16031,200.0,75.0,Male,Baseball
16032,230.0,76.0,Male,Baseball
16033,190.0,72.0,Male,Baseball
16034,155.0,69.0,Male,Baseball
16035,195.0,74.0,Male,Baseball
16036,180.0,70.0,Male,Baseball
16037,186.0,74.0,Male,Baseball
16038,210.0,73.0,Male,Baseball
16039,158.0,71.0,Male,Baseball
16040,220.0,74.0,Male,Baseball
16041,175.0,73.0,Male,Baseball
16042,165.0,72.0,Male,Baseball
16043,175.0,71.0,Male,Baseball
16044,182.0,71.0,Male,Baseball
16045,235.0,73.0,Male,Baseball
16046,190.0,74.0,Male,Baseball
16047,174.0,72.0,Male,Baseball
16048,210.0,73.0,Male,Baseball
16049,203.0,74.0,Male,Baseball
16050,170.0,69.0,Male,Baseball
16051,205.0,74.0,Male,Baseball
16052,180.0,72.0,Male,Baseball
16053,180.0,72.0,Male,Baseball
16054,225.0,76.0,Male,Baseball
16055,155.0,72.0,Male,Baseball
16056,150.0,72.0,Male,Baseball
16057,172.0,71.0,Male,Baseball
16058,180.0,73.0,Male,Baseball
16059,190.0,70.0,Male,Baseball
16060,172.0,72.0,Male,Baseball
16061,170.0,73.0,Male,Baseball
16062,185.0,71.0,Male,Baseball
16063,210.0,72.0,Male,Baseball
16064,175.0,72.0,Male,Baseball
16065,195.0,72.0,Male,Baseball
16066,195.0,75.0,Male,Baseball
16067,210.0,75.0,Male,Baseball
16068,187.0,72.0,Male,Baseball
16069,210.0,76.0,Male,Baseball
16070,160.0,70.0,Male,Baseball
16071,190.0,73.0,Male,Baseball
16072,178.0,73.0,Male,Baseball
16073,193.0,71.0,Male,Baseball
16074,180.0,71.0,Male,Baseball
16075,195.0,76.0,Male,Baseball
16076,170.0,71.0,Male,Baseball
16077,180.0,73.0,Male,Baseball
16078,180.0,72.0,Male,Baseball
16079,152.0,69.0,Male,Baseball
16080,205.0,74.0,Male,Baseball
16081,175.0,73.0,Male,Baseball
16082,200.0,76.0,Male,Baseball
16083,210.0,79.0,Male,Baseball
16084,175.0,71.0,Male,Baseball
16086,160.0,68.0,Male,Baseball
16087,215.0,76.0,Male,Baseball
16088,180.0,72.0,Male,Baseball
16089,185.0,74.0,Male,Baseball
16090,215.0,73.0,Male,Baseball
16091,155.0,71.0,Male,Baseball
16092,172.0,67.0,Male,Baseball
16094,195.0,74.0,Male,Baseball
16095,195.0,74.0,Male,Baseball
16096,168.0,70.0,Male,Baseball
16097,185.0,71.0,Male,Baseball
16098,210.0,71.0,Male,Baseball
16099,180.0,70.0,Male,Baseball
16100,195.0,76.0,Male,Baseball
16101,170.0,72.0,Male,Baseball
16102,215.0,70.0,Male,Baseball
16103,165.0,67.0,Male,Baseball
16104,145.0,68.0,Male,Baseball
16105,175.0,71.0,Male,Baseball
16106,185.0,73.0,Male,Baseball
16107,164.0,70.0,Male,Baseball
16108,173.0,70.0,Male,Baseball
16109,190.0,74.0,Male,Baseball
16110,170.0,71.0,Male,Baseball
16111,180.0,71.0,Male,Baseball
16112,195.0,74.0,Male,Baseball
16113,215.0,75.0,Male,Baseball
16114,200.0,73.0,Male,Baseball
16115,190.0,73.0,Male,Baseball
16116,180.0,73.0,Male,Baseball
16117,185.0,72.0,Male,Baseball
16118,183.0,73.0,Male,Baseball
16119,185.0,72.0,Male,Baseball
16120,205.0,75.0,Male,Baseball
16121,160.0,69.0,Male,Baseball
16122,175.0,70.0,Male,Baseball
16123,205.0,75.0,Male,Baseball
16124,208.0,74.0,Male,Baseball
16125,185.0,72.0,Male,Baseball
16126,190.0,75.0,Male,Baseball
16127,175.0,70.0,Male,Baseball
16128,230.0,79.0,Male,Baseball
16129,150.0,71.0,Male,Baseball
16130,195.0,76.0,Male,Baseball
16131,215.0,74.0,Male,Baseball
16132,190.0,73.0,Male,Baseball
16133,175.0,68.0,Male,Baseball
16134,175.0,71.0,Male,Baseball
16135,155.0,72.0,Male,Baseball
16136,185.0,70.0,Male,Baseball
16137,187.0,74.0,Male,Baseball
16138,215.0,75.0,Male,Baseball
16139,175.0,73.0,Male,Baseball
16140,185.0,71.0,Male,Baseball
16141,195.0,76.0,Male,Baseball
16142,190.0,72.0,Male,Baseball
16143,165.0,72.0,Male,Baseball
16144,185.0,75.0,Male,Baseball
16145,190.0,74.0,Male,Baseball
16146,200.0,77.0,Male,Baseball
16147,160.0,71.0,Male,Baseball
16148,211.0,78.0,Male,Baseball
16149,240.0,78.0,Male,Baseball
16150,173.0,68.0,Male,Baseball
16151,185.0,71.0,Male,Baseball
16152,185.0,76.0,Male,Baseball
16153,175.0,72.0,Male,Baseball
16154,165.0,70.0,Male,Baseball
16155,188.0,73.0,Male,Baseball
16157,165.0,68.0,Male,Baseball
16158,160.0,67.0,Male,Baseball
16159,170.0,70.0,Male,Baseball
16160,150.0,69.0,Male,Baseball
16161,160.0,70.0,Male,Baseball
16162,195.0,74.0,Male,Baseball
16163,175.0,72.0,Male,Baseball
16164,210.0,77.0,Male,Baseball
16165,195.0,72.0,Male,Baseball
16166,175.0,71.0,Male,Baseball
16167,200.0,69.0,Male,Baseball
16168,167.0,68.0,Male,Baseball
16169,195.0,72.0,Male,Baseball
16170,175.0,70.0,Male,Baseball
16171,187.0,73.0,Male,Baseball
16172,190.0,71.0,Male,Baseball
16173,204.0,77.0,Male,Baseball
16174,185.0,75.0,Male,Baseball
16175,230.0,76.0,Male,Baseball
16176,190.0,71.0,Male,Baseball
16177,190.0,74.0,Male,Baseball
16178,240.0,75.0,Male,Baseball
16179,168.0,70.0,Male,Baseball
16180,165.0,70.0,Male,Baseball
16181,190.0,71.0,Male,Baseball
16182,200.0,74.0,Male,Baseball
16183,190.0,72.0,Male,Baseball
16184,235.0,75.0,Male,Baseball
16185,170.0,70.0,Male,Baseball
16186,185.0,74.0,Male,Baseball
16187,175.0,71.0,Male,Baseball
16188,205.0,75.0,Male,Baseball
16189,190.0,72.0,Male,Baseball
16190,165.0,69.0,Male,Baseball
16191,170.0,68.0,Male,Baseball
16192,201.0,78.0,Male,Baseball
16193,190.0,72.0,Male,Baseball
16194,210.0,76.0,Male,Baseball
16195,160.0,70.0,Male,Baseball
16196,190.0,70.0,Male,Baseball
16197,165.0,70.0,Male,Baseball
16198,148.0,66.0,Male,Baseball
16200,150.0,69.0,Male,Baseball
16201,185.0,73.0,Male,Baseball
16202,185.0,73.0,Male,Baseball
16203,185.0,72.0,Male,Baseball
16204,165.0,69.0,Male,Baseball
16205,150.0,70.0,Male,Baseball
16207,195.0,73.0,Male,Baseball
16208,205.0,74.0,Male,Baseball
16209,190.0,73.0,Male,Baseball
16210,240.0,78.0,Male,Baseball
16211,175.0,70.0,Male,Baseball
16212,178.0,73.0,Male,Baseball
16213,185.0,73.0,Male,Baseball
16215,188.0,74.0,Male,Baseball
16216,200.0,72.0,Male,Baseball
16217,210.0,74.0,Male,Baseball
16218,160.0,69.0,Male,Baseball
16219,225.0,76.0,Male,Baseball
16220,175.0,71.0,Male,Baseball
16221,175.0,73.0,Male,Baseball
16222,165.0,70.0,Male,Baseball
16223,190.0,75.0,Male,Baseball
16224,175.0,72.0,Male,Baseball
16225,178.0,73.0,Male,Baseball
16226,165.0,69.0,Male,Baseball
16227,200.0,70.0,Male,Baseball
16228,215.0,77.0,Male,Baseball
16229,175.0,75.0,Male,Baseball
16230,150.0,67.0,Male,Baseball
16231,190.0,74.0,Male,Baseball
16232,185.0,71.0,Male,Baseball
16233,220.0,73.0,Male,Baseball
16234,240.0,74.0,Male,Baseball
16235,219.0,73.0,Male,Baseball
16236,180.0,75.0,Male,Baseball
16238,185.0,73.0,Male,Baseball
16239,185.0,72.0,Male,Baseball
16240,175.0,71.0,Male,Baseball
16242,210.0,77.0,Male,Baseball
16244,200.0,71.0,Male,Baseball
16245,175.0,70.0,Male,Baseball
16246,200.0,71.0,Male,Baseball
16248,185.0,70.0,Male,Baseball
16249,180.0,72.0,Male,Baseball
16250,220.0,77.0,Male,Baseball
16251,170.0,72.0,Male,Baseball
16253,175.0,74.0,Male,Baseball
16254,185.0,68.0,Male,Baseball
16255,190.0,71.0,Male,Baseball
16256,165.0,71.0,Male,Baseball
16257,175.0,68.0,Male,Baseball
16258,170.0,70.0,Male,Baseball
16259,210.0,79.0,Male,Baseball
16260,170.0,71.0,Male,Baseball
16261,155.0,68.0,Male,Baseball
16262,180.0,69.0,Male,Baseball
16263,180.0,71.0,Male,Baseball
16264,170.0,74.0,Male,Baseball
16265,180.0,71.0,Male,Baseball
16266,160.0,72.0,Male,Baseball
16267,210.0,76.0,Male,Baseball
16268,185.0,72.0,Male,Baseball
16269,195.0,73.0,Male,Baseball
16270,200.0,76.0,Male,Baseball
16271,170.0,67.0,Male,Baseball
16272,175.0,70.0,Male,Baseball
16273,195.0,73.0,Male,Baseball
16274,220.0,77.0,Male,Baseball
16275,160.0,74.0,Male,Baseball
16276,200.0,76.0,Male,Baseball
16277,190.0,74.0,Male,Baseball
16278,175.0,71.0,Male,Baseball
16279,195.0,72.0,Male,Baseball
16280,195.0,73.0,Male,Baseball
16281,160.0,71.0,Male,Baseball
16282,230.0,73.0,Male,Baseball
16283,168.0,70.0,Male,Baseball
16284,170.0,70.0,Male,Baseball
16285,165.0,72.0,Male,Baseball
16286,175.0,76.0,Male,Baseball
16287,205.0,76.0,Male,Baseball
16289,180.0,71.0,Male,Baseball
16290,175.0,75.0,Male,Baseball
16291,195.0,76.0,Male,Baseball
16292,175.0,75.0,Male,Baseball
16293,185.0,74.0,Male,Baseball
16294,157.0,66.0,Male,Baseball
16295,185.0,74.0,Male,Baseball
16296,180.0,71.0,Male,Baseball
16297,200.0,73.0,Male,Baseball
16298,195.0,73.0,Male,Baseball
16299,190.0,72.0,Male,Baseball
16300,185.0,70.0,Male,Baseball
16301,185.0,70.0,Male,Baseball
16302,180.0,72.0,Male,Baseball
16304,195.0,74.0,Male,Baseball
16305,190.0,71.0,Male,Baseball
16306,165.0,71.0,Male,Baseball
16307,215.0,77.0,Male,Baseball
16308,149.0,68.0,Male,Baseball
16309,180.0,73.0,Male,Baseball
16310,210.0,75.0,Male,Baseball
16311,190.0,73.0,Male,Baseball
16312,205.0,74.0,Male,Baseball
16313,180.0,71.0,Male,Baseball
16314,205.0,76.0,Male,Baseball
16315,219.0,77.0,Male,Baseball
16317,194.0,74.0,Male,Baseball
16318,176.0,70.0,Male,Baseball
16319,205.0,71.0,Male,Baseball
16320,200.0,71.0,Male,Baseball
16321,160.0,71.0,Male,Baseball
16322,154.0,72.0,Male,Baseball
16323,210.0,76.0,Male,Baseball
16324,200.0,74.0,Male,Baseball
16325,180.0,73.0,Male,Baseball
16326,175.0,72.0,Male,Baseball
16327,225.0,75.0,Male,Baseball
16328,165.0,72.0,Male,Baseball
16329,175.0,71.0,Male,Baseball
16330,200.0,75.0,Male,Baseball
16331,160.0,70.0,Male,Baseball
16332,180.0,73.0,Male,Baseball
16333,167.0,72.0,Male,Baseball
16334,195.0,73.0,Male,Baseball
16335,200.0,75.0,Male,Baseball
